,pinyin,MC (B&S),GSR,漢語大字典,廣韻,
艅,yu2,yo,0082i,53062.040,068.04,6
餘,yu2,yo,0082l,74456.090,067.44,6
予,yu2,yo,0083a,10052.020,068.18 256.43,13
與,yu2,yo,0089b,10251.040,068.09 256.39 363.31,20
歟,yu2,yo,0089e,32152.100,068.08 256.42 363.29,20
璵,yu2,yo,0089f,21142.010,068.03,6
輿,yu2,yo,0089j,53549.090,067.45 363.19,13
旟,yu2,yo,0089l,32185.060,068.01,6
舁,yu2,yoX,0089a,53038.110,068.12,6
愉,yu2,yu,0125f,42330.010,076.27,6
榆,yu2,yu,0125g,21253.010,076.36,6
渝,yu2,yu,0125h,31681.120,076.40,6
瑜,yu2,yu,0125i,21127.080,076.31,6
羭,yu2,yu,0125k,53136.130,076.34,6
覦,yu2,yu,0125l,63671.090,076.23 365.20,13
踰,yu2,yu,0125n,63724.060,076.15,6
逾,yu2,yu,0125o,63860.010,076.14,6
揄,yu2,yu,0125p,31921.020,076.29 205.05 214.36 327.43,27
窬,yu2,yu,0125q,42735.110,076.16 214.37 438.26,20
蝓,yu2,yu,0125r,42872.060,076.35,6
臾,yu2,yu,0126a,53037.040,351.35,6
腴,yu2,yu,0126e,32088.140,,0
諛,yu2,yu,0126f,63987.050,,0
覦,yu2,yuH,0125l,63671.090,076.23 365.20,13
楰,yu2,yuX,0126d,21233.080,076.18 263.17,13
蝓,yu2,zyu,0125r,42872.060,076.35,6
傴,yu3,'juX,0122n,10209.040,263.24,6
嫗,yu3,'juX,0122o,21076.040,364.08,6
宇,yu3,hjuX,0097h,20911.070,260.03,6
羽,yu3,hjuX,0098a,53341.010,259.48 366.07,13
禹,yu3,hjuX,0099a,10039.110,260.01,6
偊,yu3,hjuX,0099d,10192.090,,0
雨,yu3,hjuX,0100a,64057.010,260.02 366.06,13
圉,yu3,ngjoH,0081a,10720.070,256.08,6
圄,yu3,ngjoX,0058p,10719.010,256.10,6
敔,yu3,ngjoX,0058q,21461.010,256.09,6
語,yu3,ngjoX,0058t,63974.090,256.05 361.43,13
鋙,yu3,ngjoX,0058v,64205.030,066.22 256.13,13
圉,yu3,ngjoX,0081a,10720.070,256.08,6
俁,yu3,ngjuX,0059f,10162.041,259.46,6
麌,yu3,ngjuX,0059j,74731.070,084.02 259.45,13
噳,yu3,ngjuX,0059k,10690.030,259.47,6
予,yu3,yoX,0083a,10052.020,068.18 256.43,13
與,yu3,yoX,0089b,10251.040,068.09 256.39 363.31,20
藇,yu3,yoX,0089n,53302.130,067.42 068.30 257.01 259.22 363.24,34
庾,yu3,yuX,0126b,20888.090,,0
斞,yu3,yuX,0126c,32255.040,263.18,6
斔,yu3,yuX,0126g,32171.070,,0
窳,yu3,yuX,1243b,42738.020,263.08,6
䑂,yu3?,yoX,0089g,32116.150,274.50,6
棜,yu4,'joH,0061g,21237.030,362.51,6
飫,yu4,'joH,1242a,74444.010,362.43,6
嫗,yu4,'juH,0122o,21076.040,364.08,6
饇,yu4,'juH,0122p,74470.100,364.10,6
苑,yu4,'jut,0260d,53195.050,281.20,6
菀,yu4,'jut,0260q,53240.120,281.19 475.40,13
𩜌,yu4,'jut,0260r,74462.020,,0
𩰪,yu4,'jut,0495a,20858.110,476.01,6
鬱,yu4,'jut,0495b,20858.120,475.33,6
熨,yu4,'jut,0525c,32229.180,360.02 475.42,13
蔚,yu4,'jut,0525f,53285.120,360.07 475.43,13
彧,yu4,'juwk,0929y,21405.130,458.08,6
郁,yu4,'juwk,0995a',63766.050,303.39 458.06,13
奧,yu4,'juwk,1045a,10547.031,418.29,6
隩,yu4,'juwk,1045c,64160.070,418.33 458.16,13
燠,yu4,'juwk,1045d,32235.010,303.36 418.34 458.09,20
薁,yu4,'juwk,1045e,53303.100,458.14,6
獝,yu4,gjwit,0507j,21369.130,473.09,6
芋,yu4,hjuH,0097o,53174.030,074.02 366.05,13
雨,yu4,hjuH,0100a,64057.010,260.02 366.06,13
或,yu4,hwik,0929a,21402.080,530.34,6
域,yu4,hwik,0929e,10451.020,528.01,6
棫,yu4,hwik,0929g,21227.060,528.04,6
罭,yu4,hwik,0929j,42920.020,528.03,6
閾,yu4,hwik,0929k,74303.070,528.18,6
蜮,yu4,hwik,0929r,42860.050,528.02 530.36,13
汩,yu4,hwit,0304f,31565.010,471.53,6
蜮,yu4,hwok,0929r,42860.050,528.02 530.36,13
語,yu4,ngjoH,0058t,63974.090,256.05 361.43,13
御,yu4,ngjoH,0060l,20832.160,361.41,6
馭,yu4,ngjoH,0080a,74540.050,361.42,6
獄,yu4,ngjowk,1215a,21365.160,461.19,6
玉,yu4,ngjowk,1216a,21100.010,461.18,6
禦,yu4,ngjoX,0060p,42408.030,256.15,6
禺,yu4,ngjuH,0124a,42533.040,072.17 364.06,13
寓,yu4,ngjuH,0124c,20942.130,364.02,6
遇,yu4,ngjuH,0124h,63857.160,364.01,6
閾,yu4,xwik,0929k,74303.070,528.18,6
緎,yu4,xwik,0929n,53410.060,528.10 528.24,13
欥,yu4,yit,1257c,21495.010,469.33 473.47,13
譽,yu4,yo,0089i,64024.120,068.10 363.16,13
悆,yu4,yoH,0082g,42301.060,363.21,6
豫,yu4,yoH,0083e,63617.070,363.14,6
與,yu4,yoH,0089b,10251.040,068.09 256.39 363.31,20
譽,yu4,yoH,0089i,64024.120,068.10 363.16,13
鸒,yu4,yoH,0089k,74665.020,068.23 363.20,13
欲,yu4,yowk,1202d,32140.070,462.27,6
慾,yu4,yowk,1202e,42343.110,462.33,6
浴,yu4,yowk,1202f,31629.030,462.28,6
鵒,yu4,yowk,1202g,74637.010,462.29,6
喻,yu4,yuH,0125c,10657.080,365.22,6
諭,yu4,yuH,0125m,63999.160,365.21,6
籲,yu4,yuH,1119h,80034.070,365.23,6
裕,yu4,yuH,1202h,53094.130,365.18,6
育,yu4,yuwk,1020a,32052.050,455.46,6
毓,yu4,yuwk,1021a,42384.040,455.47,6
儥,yu4,yuwk,1023c,10232.150,449.09 455.53,13
鬻,yu4,yuwk,1024b,74590.150,455.48,6
昱,yu4,yuwk,,21503.090,455.58,6
愈,yu4,yuX,0125d,42322.150,263.13,6
瘉,yu4,yuX,0125j,42685.070,076.45 263.14,13
鴥,yu4,ywit,0409d,74626.090,,0
聿,yu4,ywit,0502a,53166.010,473.33,6
矞,yu4,ywit,0507a,42766.080,473.42,6
遹,yu4,ywit,0507b,63887.030,473.36,6
驈,yu4,ywit,0507e,74579.050,473.19 473.38,13
鷸,yu4,ywit,0507f,74663.050,473.37,6
繘,yu4,ywit,0507h,53456.010,473.23 473.39,13
於,yu4?,'joH,0061e,32175.020,069.36 085.17,13
悁,yuan1,'jwien,0228c,42304.060,141.23,6
㾓,yuan1,'jwien,0228d,42675.050,135.51,6
蜎,yuan1,'jwienX,0228b,42855.110,135.57 141.24 294.46,20
鴛,yuan1,'jwon,0260e,74625.100,115.13 117.13,13
鵷,yuan1,'jwon,0260k,74643.120,115.16,6
冤,yuan1,'jwon,0261a,10305.010,115.14,6
眢,yuan1,'wan,0260f,42481.170,115.30 124.32,13
肙,yuan1,'wen,0228a,32045.070,409.03,6
蜎,yuan1,'wen,0228b,42855.110,135.57 141.24 294.46,20
淵,yuan1,'wen,0367a,31681.010,135.48,6
咽,yuan1,'wen,0370h,10616.020,134.10 408.27 495.35,20
噮,yuan1,'wenH,0256c',10691.110,409.02,6
裷,yuan1,khjwonX,0226n,53100.050,115.29 281.41,13
鳶,yuan1,ywen,0230a,74615.130,140.56,6
員,yuan2,hjwen,0227a,10628.060,,0
圓,yuan2,hjwen,0227c,10724.070,142.17,6
湲,yuan2,hjwen,0255h,31682.040,130.24 142.18,13
猿,yuan2,hjwen,0256c,21361.150,114.05,6
圜,yuan2,hjwen,0256y,10726.160,128.01 142.16,13
援,yuan2,hjwenH,0255e,31921.050,113.28 409.43,13
垣,yuan2,hjwon,0164m,10437.110,113.25,6
爰,yuan2,hjwon,0255a,32032.010,113.24,6
猨,yuan2,hjwon,0255d,21358.130,114.04,6
援,yuan2,hjwon,0255e,31921.050,113.28 409.43,13
媛,yuan2,hjwon,0255g,21067.120,113.32 409.44,13
袁,yuan2,hjwon,0256a,10444.110,113.23,6
園,yuan2,hjwon,0256b,10723.040,113.27,6
榬,yuan2,hjwon,0256d,21260.050,113.29,6
轅,yuan2,hjwon,0256e,53548.060,113.30,6
元,yuan2,ngjwon,0257a,10264.060,113.01,6
芫,yuan2,ngjwon,0257d,53178.010,113.14,6
黿,yuan2,ngjwon,0257e,74768.060,113.10 124.17,13
魭,yuan2,ngjwon,0257f,74676.060,,0
原,yuan2,ngjwon,0258a,10074.090,113.02,6
源,yuan2,ngjwon,0258c,31697.020,113.04,6
謜,yuan2,ngjwon,0258e,64005.060,113.17 141.48,13
騵,yuan2,ngjwon,0258g,74570.030,113.09,6
邍,yuan2,ngjwon,0259a,63895.080,113.03,6
黿,yuan2,ngwan,0257e,74768.060,113.10 124.17,13
蝝,yuan2,ywen,0171c,42875.030,140.57,6
緣,yuan2,ywen,0171d,53433.070,140.58 410.05,13
捐,yuan2,ywen,0228g,31882.060,140.55,6
苑,yuan3,'jwonX,0260d,53195.050,281.20,6
遠,yuan3,hjwonX,0256f,63869.070,280.13 398.56,13
裷,yuan3?,'jwonX,0226n,53100.050,115.29 281.41,13
怨,yuan4,'jwon,0260c,42281.070,115.24 397.26,13
怨,yuan4,'jwonH,0260c,42281.070,115.24 397.26,13
瑗,yuan4,hjwenH,0255f,21127.100,409.42,6
媛,yuan4,hjwenH,0255g,21067.120,113.32 409.44,13
院,yuan4,hjwenH,0257u,64133.080,124.08 409.46,13
瑗,yuan4,hjwonH,0255f,21127.100,409.42,6
遠,yuan4,hjwonH,0256f,63869.070,280.13 398.56,13
愿,yuan4,ngjwonH,0258d,42333.100,397.25,6
願,yuan4,ngjwonH,0258f,74385.070,397.22,6
緣,yuan4,ywenH,0171d,53433.070,140.58 410.05,13
約,yue1,'jak,1120m,53364.150,413.59 502.29,13
曰,yue1,hjwot,0304a,21482.020,478.08,6
噦,yue4,'jwet,0346j,10689.120,382.14 478.37 498.44,20
噦,yue4,'jwot,0346j,10689.120,382.14 478.37 498.44,20
戉,yue4,hjwot,0303a,21397.060,478.03,6
鉞,yue4,hjwot,0303d,64184.090,478.04,6
越,yue4,hjwot,0303e,53480.020,477.50 486.21,13
粵,yue4,hjwot,0305a,53149.041,478.02,6
樂,yue4,ngaewk,1125a,21280.160,416.59 464.21 505.21,20
嶽,yue4,ngaewk,1215c,10803.040,464.19,6
鸑,yue4,ngaewk,1215d,74668.070,464.22,6
岳,yue4,ngaewk,1227a,10767.140,464.20,6
月,yue4,ngjwot,0306a,32041.010,477.25,6
抈,yue4,ngjwot,0306g,31841.040,477.30,6
刖,yue4,ngjwot,0306h,10327.070,477.26 481.48 490.54,20
跀,yue4,ngjwot,0306j,63692.020,477.27,6
軏,yue4,ngjwot,0487f,53515.060,477.29 481.46,13
刖,yue4,ngwaet,0306h,10327.070,477.26 481.48 490.54,20
軏,yue4,ngwot,0487f,53515.060,477.29 481.46,13
龠,yue4,yak,1119a,74807.010,501.13,6
籥,yue4,yak,1119c,53032.120,107.43 501.17,13
瀹,yue4,yak,1119d,31788.100,501.08,6
𤅢,yue4,yak,1119e,31796.100,501.09,6
爚,yue4,yak,1119f,32248.080,501.11 502.11,13
禴,yue4,yak,1119g,42412.010,501.04,6
汋,yue4,yak,1120c,31553.010,464.35 502.40,13
礿,yue4,yak,1120g,42386.080,501.03,6
躍,yue4,yak,1124f,63746.070,501.02,6
蛻,yue4,ywet,0324e,42857.111,376.27 383.18 420.29 498.38,27
悅,yue4,ywet,0324o,42306.151,498.35,6
閱,yue4,ywet,0324p,74301.070,498.37,6
緼,yun1,'jun,0426f,53426.070,,0
頵,yun1,'win,0459j,74377.030,105.31 106.15,13
頵,yun1,khwin,0459j,74377.030,105.31 106.15,13
員,yun2,hjun,0227a,10628.060,,0
㜏,yun2,hjun,0227j,21071.170,,0
云,yun2,hjun,0460a,10384.020,110.11,6
雲,yun2,hjun,0460b,64058.090,109.46,6
妘,yun2,hjun,0460c,21029.130,110.07,6
耘,yun2,hjun,0460e,42770.110,110.05,6
芸,yun2,hjun,0460f,53178.040,110.01,6
筠,yun2,hjwin,0391j,52971.100,105.34,6
縜,yun2,hwin,0227f,53436.050,105.36,6
畇,yun2,swin,0392j,42534.060,107.02 108.15 108.31 134.28,27
勻,yun2,ywin,0391a,10255.010,108.14,6
畇,yun2,ywin,0392j,42534.060,107.02 108.15 108.31 134.28,27
畇,yun2,zwin,0392j,42534.060,107.02 108.15 108.31 134.28,27
䡝,yun3,'jun,0260p,53542.090,110.28 115.27 279.14,20
蘊,yun3,'junX,0426i,53323.130,110.29 279.10,13
䡝,yun3,'jwon,0260p,53542.090,110.28 115.27 279.14,20
苑,yun3,hjunX,0260d,53195.050,281.20,6
抎,yun3,hjunX,0460d,31834.010,279.23,6
殞,yun3,hwinX,0227e,21392.040,277.17,6
隕,yun3,hwinX,0227g,64151.030,277.20,6
磒,yun3,hwinX,0227h,42447.070,277.19,6
霣,yun3,hwinX,0227i,64072.130,277.21,6
允,yun3,ywinX,0468a,10265.030,277.30,6
㽙,yun3,ywinX,0468d,42535.040,,0
狁,yun3,ywinX,0468g,21338.030,277.31,6
鈗,yun3,ywinX,0468j,64181.050,,0
𡴞,yun3,ywinX,0468k,21023.020,277.34,6
慍,yun4,'junH,0426e,42337.030,396.34,6
緼,yun4,'junH,0426f,53426.070,,0
韞,yun4,'junH,0426g,74508.020,117.17 279.11,13
蘊,yun4,'junH,0426i,53323.130,110.29 279.10,13
緼,yun4,'junX,0426f,53426.070,,0
韞,yun4,'junX,0426g,74508.020,117.17 279.11,13
薀,yun4,'won,0426h,53296.010,117.10 279.09 396.36,20
暈,yun4,hjunH,0458c,21527.010,396.01,6
運,yun4,hjunH,0458d,63866.010,395.42,6
餫,yun4,hjunH,0458e,74466.120,116.16 396.02,13
䩵,yun4,hjunH,0458f,74344.140,396.03,6
韗,yun4,hjunH,0458g,74508.130,396.04 398.51,13
煇,yun4,hjunH,0458k,32219.130,063.39 116.31 282.16,20
芸,yun4,hjunH,0460f,53178.040,110.01,6
䩵,yun4,xjwonH,0458f,74344.140,396.03,6
孕,yun4,yingH,0945j,21009.050,432.41,6
帀,za1,tsop,0679a,10728.010,535.56,6
匝,za1,tsop,0679b,10082.040,,0
雜,za2,dzop,0691d,64106.010,535.49,6
災,zai1,tsoj,0940a,32190.060,100.26,6
灾,zai1,tsoj,0940d,32190.020,100.25,6
𢦒,zai1,tsoj,0943l,21400.040,100.32,6
𢦏,zai1,tsoj,0943o,21397.070,,0
哉,zai1,tsoj,0943v,10611.070,100.29,6
栽,zai1,tsoj,0943y,21193.060,100.28 391.11,13
烖,zai1,tsoj,0943z,32198.160,100.24,6
載,zai3,tsojX,0943a',53526.100,274.04 389.48 391.06,20
宰,zai3,tsojX,0965b,20935.060,274.01,6
載,zai4,dzojH,0943a',53526.100,274.04 389.48 391.06,20
栽,zai4,dzojH,0943y,21193.060,100.28 391.11,13
在,zai4,dzojX,0943i,10418.070,274.38 391.09,13
再,zai4,tsojH,0941a,10018.010,390.01,6
載,zai4,tsojH,0943a',53526.100,274.04 389.48 391.06,20
簪,zan1,tsom,0660g,53014.070,220.37 222.39,13
鐕,zan1,tsom,0660h,64255.120,222.45,6
簪,zan1,tsrim,0660g,53014.070,220.37 222.39,13
噆,zan3,tshomX,0660f,10682.150,331.14 535.59,13
噆,zan3,tsop,0660f,10682.150,331.14 535.59,13
暫,zan4,dzamH,0611d,21533.030,443.24,6
蹔,zan4,dzamH,0611e,63733.020,443.25,6
瓚,zan4,dzanX,0153d,21147.020,,0
瓉,zan4,dzanX,0153e,21144.100,284.27,6
欑,zan4,dzwan,0153j,21324.120,125.02,6
贊,zan4,tsanH,0153a,63657.210,,0
賛,zan4,tsanH,0153b,63645.050,402.18,6
讚,zan4,tsanH,0153c,64034.050,402.19,6
酇,zan4,tswanX,0153g,63805.090,125.07 402.20,13
臧,zang1,tsang,0727f',21410.110,183.08,6
贓,zang1,tsang,0727h',63660.010,183.12,6
牂,zang1,tsang,0727t,42375.030,,0
駔,zang3,tsangX,0046m',74546.100,266.24 314.03,13
藏,zang4,dzangH,0727g',53311.110,183.36 427.32,13
葬,zang4,tsangH,0702a,53246.020,427.29,6
傮,zao1,tsaw,1053f,10209.030,157.53,6
糟,zao1,tsaw,1053g,53158.020,157.47,6
遭,zao1,tsaw,1053h,63875.040,157.50,6
鑿,zao2,dzak,1128a,64277.070,506.15 508.16,13
早,zao3,tsawX,1049a,21483.060,302.38,6
棗,zao3,tsawX,1050a,21228.010,302.47,6
蚤,zao3,tsawX,1112d,42836.030,302.43,6
澡,zao3,tsawX,1134g,31756.050,302.39,6
璪,zao3,tsawX,1134h,21140.040,302.45,6
繰,zao3,tsawX,1134i,53459.020,157.05 302.48,13
藻,zao3,tsawX,1134n,53329.050,302.40,6
薻,zao3,tsawX,1169e,53316.070,302.41,6
造,zao4,dzawX,1051a,63841.060,302.52 418.11,13
皂,zao4,dzawX,1054a,42644.040,,0
皁,zao4,dzawX,1054b,42644.030,302.50,6
譟,zao4,sawH,1134c,64024.050,418.41,6
燥,zao4,sawX,1134d,32240.190,302.16,6
灶,zao4,tsawH,1027b,32189.040,,0
趮,zao4,tsawH,1134j,53502.020,418.56,6
躁,zao4,tsawH,1134k,63743.180,418.55,6
造,zao4,tshawH,1051a,63841.060,302.52 418.11,13
慥,zao4,tshawH,1051d,42337.060,418.13,6
擇,ze2,draek,0790n,31969.040,512.33,6
澤,ze2,draek,0790o,31757.010,512.34,6
矠,ze2,dzreak,0798z,42767.070,514.09 514.32,13
嘖,ze2,dzreak,0868o,10672.090,511.04 514.11 514.16,20
賾,ze2,dzreak,0868s,63656.100,514.05,6
迮,ze2,tsak,0806m,63825.010,506.12 511.05,13
則,ze2,tsok,0906a,10340.060,529.13,6
笮,ze2,tsraek,0806k,52956.040,422.29 508.17 511.07,20
柞,ze2,tsraek,0806p,21184.080,506.13 508.19,13
責,ze2,tsreak,0868m,63626.020,514.12,6
幘,ze2,tsreak,0868p,10751.090,514.15,6
簀,ze2,tsreak,0868q,53005.230,514.14,6
幘,ze2,tsrheak,0868p,10751.090,514.15,6
皟,ze2,tsrheak,0868r,42651.050,514.34,6
夨,ze4,tsrik,0924a,10524.020,496.24 528.51,13
仄,ze4,tsrik,0924d,10103.070,528.46,6
𣅔,ze4,tsrik,0924e,21487.070,528.44,6
昃,ze4,tsrik,0924f,21489.030,,0
賊,zei2,dzok,0907a,63637.010,391.12 530.07,13
譖,zen4,tsrimH,0660j,64018.060,441.20,6
繒,zeng1,dzing,0884h,53454.080,200.15,6
曾,zeng1,tsong,0884a,21521.030,201.21 201.35,13
增,zeng1,tsong,0884c,10489.060,201.18 434.16,13
憎,zeng1,tsong,0884d,42356.080,201.19,6
橧,zeng1,tsong,0884e,21296.020,200.18 201.27,13
罾,zeng1,tsong,0884f,42926.150,201.23,6
矰,zeng1,tsong,0884g,42587.030,201.22,6
繒,zeng1,tsong,0884h,53454.080,200.15,6
贈,zeng4,dzongH,0884j,63658.090,433.42,6
甑,zeng4,tsingH,0884k,21432.080,433.11,6
抯,zha1,dzjaeX,0046j,31851.060,168.22 308.22 309.10,20
奓,zha1,trae,0003e,10539.100,169.29 422.19,13
哳,zha1,traet,0287n,10625.020,491.19,6
抯,zha1,tsjaeX,0046j,31851.060,168.22 308.22 309.10,20
柤,zha1,tsrae,0046i,21181.050,168.17,6
抯,zha1,tsrae,0046j,31851.060,168.22 308.22 309.10,20
樝,zha1,tsrae,0046s',21278.110,168.16,6
楂,zha1,tsrae,0046u',21244.050,169.19,6
𠭯,zha1,tsrae,0046v',10401.040,,0
札,zha2,'eat,0280b,21153.010,487.54,6
札,zha2,tsreat,0280b,21153.010,487.54,6
苴,zha3,tsraeX,0046t,53190.050,068.41 071.19 169.24 259.42,27
蜡,zha4,dzraeH,0798y,42859.100,362.11 422.34,13
乍,zha4,dzraeH,0806a,10035.030,422.32,6
咋,zha4,dzraeH,0806f,10601.090,422.28 511.14 514.22,20
咤,zha4,traeH,0780g,10623.020,169.34 422.15,13
詐,zha4,tsraeH,0806g,63954.110,422.26,6
簎,zha4,tsrhaek,0798c',53006.030,464.38 511.01 519.18,20
摘,zhai1,thek,0877p,31949.010,515.29 522.45,13
摘,zhai1,treak,0877p,31949.010,515.29 522.45,13
齋,zhai1,tsreaj,0593y,74785.030,095.28,6
宅,zhai2,draek,0780b,20913.030,512.31,6
檡,zhai2,draek,0790m,21301.180,512.38 517.38,13
責,zhai4,tsreaH,0868m,63626.020,514.12,6
祭,zhai4,tsreajH,0337a,42397.070,375.06 384.46,13
瘵,zhai4,tsreajH,0337h,42694.060,384.45,6
邅,zhan1,drjenX,0148i,63890.130,138.09 295.22 412.11,20
飦,zhan1,kan,0139m,74442.020,,0
飦,zhan1,kjon,0139m,74442.020,,0
沾,zhan1,trjem,0618c,31583.060,227.17 228.34 444.33,20
霑,zhan1,trjem,0618d,64069.010,227.16,6
鱣,zhan1,trjen,0148j,74718.030,138.12,6
邅,zhan1,trjenX,0148i,63890.130,138.09 295.22 412.11,20
占,zhan1,tsyem,0618a,10092.050,226.25 444.22,13
詹,zhan1,tsyem,0619a,63967.100,226.23,6
噡,zhan1,tsyem,0619b,10693.050,226.27,6
瞻,zhan1,tsyem,0619c,42518.090,226.24,6
旜,zhan1,tsyen,0148k,32185.080,138.01,6
氈,zhan1,tsyen,0148l,32007.110,138.03,6
饘,zhan1,tsyen,0148m,74476.140,137.46 291.08,13
鸇,zhan1,tsyen,0148n,74665.120,138.04,6
旃,zhan1,tsyen,0150c,32178.040,137.47,6
饘,zhan1,tsyenX,0148m,74476.140,137.46 291.08,13
展,zhan3,trjenH,0201a,20974.070,290.49,6
皽,zhan3,trjenX,0148h,42759.010,149.28 290.52 291.10,20
展,zhan3,trjenX,0201a,20974.070,290.49,6
輾,zhan3,trjenX,0201b,53551.050,290.53 411.58,13
斬,zhan3,tsreamX,0611a,32024.100,336.54,6
琖,zhan3,tsreanX,0155e,21121.020,288.05,6
盞,zhan3,tsreanX,0155f,42565.060,288.06,6
醆,zhan3,tsrjenX,0155h,63586.040,288.04 291.09,13
樿,zhan3,tsyenX,0147s,21291.150,291.06,6
皽,zhan3,tsyenX,0148h,42759.010,149.28 290.52 291.10,20
湛,zhan4,dreamX,0658l,31667.060,217.44 222.50 336.35,20
綻,zhan4,dreanH,1248b,53420.010,406.20,6
棧,zhan4,dzraenH,0155d,21229.080,287.43 295.23 405.49,20
棧,zhan4,dzraenX,0155d,21229.080,287.43 295.23 405.49,20
轏,zhan4,dzraenX,0208e,53557.060,287.46,6
棧,zhan4,dzreanX,0155d,21229.080,287.43 295.23 405.49,20
轏,zhan4,dzreanX,0208e,53557.060,287.46,6
佔,zhan4,trhjem,0618f,10131.090,228.39,6
襢,zhan4,trjenH,0148g,53118.090,284.19 291.03 410.10,20
襢,zhan4,trjenX,0148g,53118.090,284.19 291.03 410.10,20
戰,zhan4,tsyenH,0147r,21412.120,409.12,6
張,zhang1,trjang,0721h,20997.050,174.22 425.17,13
粻,zhang1,trjang,0721i,53151.010,174.24,6
餦,zhang1,trjang,0721j,74458.020,174.23,6
章,zhang1,tsyang,0723a,42709.040,173.13,6
彰,zhang1,tsyang,0723e,20857.010,173.18,6
樟,zhang1,tsyang,0723f,21284.020,173.15,6
獐,zhang1,tsyang,0723g,21366.040,173.22,6
璋,zhang1,tsyang,0723h,21135.170,173.17,6
鄣,zhang1,tsyang,0723j,63794.060,173.23,6
障,zhang1,tsyang,0723k,64155.030,173.20 425.45,13
長,zhang3,trjangX,0721a,64050.010,174.14 313.16 425.37,20
掌,zhang3,tsyangX,0725j,31889.020,311.27,6
長,zhang4,drjangH,0721a,64050.010,174.14 313.16 425.37,20
杖,zhang4,drjangH,0722b,21159.020,312.04,6
丈,zhang4,drjangX,0722a,10009.020,312.03,6
杖,zhang4,drjangX,0722b,21159.020,312.04,6
帳,zhang4,trjangH,0721g,10742.080,425.13,6
張,zhang4,trjangH,0721h,20997.050,174.22 425.17,13
障,zhang4,tsyangH,0723k,64155.030,173.20 425.45,13
昭,zhao1,dzyew,1131m,21504.090,149.22,6
釗,zhao1,kew,1163a,64169.040,145.24 149.26,13
啁,zhao1,traew,1083j,10644.050,154.10,6
朝,zhao1,trjew,1143a,32084.080,147.11 147.16,13
招,zhao1,tsyew,1131l,31860.070,149.25,6
昭,zhao1,tsyew,1131m,21504.090,149.22,6
鉊,zhao1,tsyew,1131r,64192.050,149.24,6
釗,zhao1,tsyew,1163a,64169.040,145.24 149.26,13
盄,zhao1,tsyew,1165d,42558.110,149.27,6
昭,zhao1,tsyewX,1131m,21504.090,149.22,6
爪,zhao3,tsraewX,1111a,32030.010,300.22,6
㕚,zhao3,tsraewX,1112a,10393.020,300.23,6
沼,zhao3,tsyewX,1131p,31597.050,297.19,6
濯,zhao4,draewH,1124h,31775.010,416.32 466.40,13
櫂,zhao4,draewH,1124q,21311.090,416.31,6
召,zhao4,drjewH,1131e,10574.030,414.01 414.03,13
兆,zhao4,drjewX,1145a,10268.020,297.10,6
垗,zhao4,drjewX,1145b,10440.060,297.17,6
旐,zhao4,drjewX,1145c,32183.010,297.12,6
肇,zhao4,drjewX,1146a,53168.050,,0
趙,zhao4,drjewX,1149u,53488.010,297.11,6
罩,zhao4,traewH,1126i,42921.010,415.34,6
炤,zhao4,tsyewH,1131n,32197.130,413.36,6
照,zhao4,tsyewH,1131o,32221.010,413.35,6
詔,zhao4,tsyewH,1131q,63959.050,413.37,6
蜇,zhe1,trjet,0287g,42853.030,497.20,6
遮,zhe1,tsyae,0804d,63877.050,165.18,6
謫,zhe2,dreak,0877r,64014.120,515.30,6
讁,zhe2,dreak,0877u,64030.100,515.31,6
蟄,zhe2,drip,0685g,42883.010,532.33,6
轍,zhe2,drjet,0286e,53557.010,484.12 498.11 499.49,20
𨅊,zhe2,drjet,0286f,63741.050,,0
慹,zhe2,nep,0685h,42341.010,531.25 532.06 540.09 542.12,27
讘,zhe2,nyep,0638c,64033.050,539.62,6
輒,zhe2,tep,0632b,53532.140,540.38,6
乇,zhe2,traek,0780a,10032.010,,0
磔,zhe2,traek,0795j,42448.100,510.13,6
謫,zhe2,treak,0877r,64014.120,515.30,6
讁,zhe2,treak,0877u,64030.100,515.31,6
耴,zhe2,trjep,0632a,42783.020,472.34 540.39,13
輒,zhe2,trjep,0632b,53532.140,540.38,6
哲,zhe2,trjet,0287c,10625.030,497.16,6
悊,zhe2,trjet,0287d,42299.100,497.17,6
晢,zhe2,tsyejH,0287j,21510.080,377.26 497.37,13
聶,zhe2,tsyep,0638a,42796.060,539.37,6
懾,zhe2,tsyep,0638d,42371.060,540.07,6
慹,zhe2,tsyep,0685h,42341.010,531.25 532.06 540.09 542.12,27
折,zhe2,tsyet,0287a,31838.070,088.27 497.40 497.50,20
晣,zhe2,tsyet,0287i,21510.070,497.38,6
晢,zhe2,tsyet,0287j,21510.080,377.26 497.37,13
者,zhe3,tsyaeX,0045a,42780.050,307.35,6
赭,zhe3,tsyaeX,0045d,53508.090,307.36,6
柘,zhe4,tsyaeH,0795l,21180.020,423.05,6
蔗,zhe4,tsyaeH,,53283.030,423.11,6
甄,zhen1,kjien,1251h,21427.140,101.15 138.06,13
偵,zhen1,trhjeng,0834k,10189.010,191.20 430.06 431.04,20
偵,zhen1,trhjengH,0834k,10189.010,191.20 430.06 431.04,20
椹,zhen1,trim,0658f,21243.030,218.05,6
鎮,zhen1,trin,0375f,64238.010,104.01 393.46,13
珍,zhen1,trin,0453i,21107.090,103.54,6
貞,zhen1,trjeng,0834g,63622.030,191.13,6
